KEGG_module	Metabolite_cluster	SCC.bg.adj	p.adjust
M00348	L11	0.101600611952052	0.0124709433854311
M00390	L11	-0.0452805903404105	0.142126330501462
M00188	L11	-0.167848166599355	0.0134247008326919
M00063	L11	0.177424244907813	0.0128186307436797
M00563	L11	-0.0908315406374535	0.00676261992951448
M00060	L11	0.186502818562355	0.000185151784533762
M00179	L11	-0.105600376785394	1.27521560067847e-20
M00332	L11	-0.00617399102554592	0.675999123175615
M00122	L11	0.0423616068945254	0.0977863926255989
M00440	L11	0.10070512001686	0.0821563672954467
M00360	L11	-0.149536320461831	7.14916878067722e-09
M00184	L11	-0.0591970148383711	0.00281588957242116
M00567	L11	-0.0649843815312046	7.57002453472089e-07
M00356	L11	-0.0753871595674386	0.00396335378949734
M00310	L11	-0.133477931132847	0.00660817257671306
M00230	L11	0.187315961398828	0.0037034012086266
M00127	L11	0.166489027488483	0.00164082894370628
M00023	L11	0.19352579098371	0.00280003069806757
M00178	L11	-0.142682515460783	2.25390070989414e-19
M00259	L11	0.115905741228859	0.0188507126474048
M00311	L11	-0.00292701561566283	0.648438249035137
M00048	L11	0.035524599147919	0.0751162612742216
M00439	L11	-0.140435649951545	0.00259363251712898
M00197	L11	0.00219459616105485	0.763593631198489
M00159	L11	-0.106102967370119	0.000978389968090236
M00051	L11	0.0746874415178347	0.00429135801697521
M00124	L10	0.0795775875479988	0.0531592821390134
M00570	L10	0.0830449327323763	0.00782741417631802
M00432	L10	0.0747457890978393	0.0918520166705615
M00208	L10	0.186415843215226	0.00892024092648973
M00237	L10	-0.171992462668101	0.000957537263551381
M00357	L10	-0.0925629328371888	0.00017120763222808
M00535	L10	0.0930233649226631	0.0197143915923975
M00061	L10	0.124296165932509	0.00392700457827868
M00530	L10	0.0726240332188349	0.00569763953662279
M00239	L10	-0.159793555638659	0.00119757954458925
M00307	L10	-0.114927806993127	0.00875949117995882
M00149	L10	0.130291431786057	0.00746964267848831
M00019	L10	0.080122408710356	0.0141083279590155
M00348	L10	0.0725387970128464	0.0720765031606065
M00390	L10	-0.0635165091160942	0.0609649675256658
M00188	L10	-0.175357761419113	0.00913978196579864
M00063	L10	0.176966586474488	0.0099562681501038
M00563	L10	-0.0991999276415374	0.0102591586622613
M00060	L10	0.184145606077365	2.13694355104904e-05
M00179	L10	-0.108496152342566	1.8378388446993e-21
M00332	L10	0.0173778022610664	0.520079163062203
M00122	L10	0.0118316816482333	0.886809968517285
M00440	L10	0.0869870315436167	0.0669824386773999
M00360	L10	-0.11798494054007	1.7412522172527e-07
M00184	L10	-0.0510710913011505	0.0210969460704381
M00567	L10	-0.0851969716397888	1.17692996811055e-08
M00356	L10	-0.0863113087339016	0.00372721302142624
M00310	L10	-0.114297172334184	0.00939311973187131
M00230	L10	0.172079749031233	0.00381767934526817
M00127	L10	0.0748314971145812	0.00964641896703577
M00023	L10	0.102752487204529	0.00917700037796057
M00178	L10	-0.108776441664913	1.21841620120037e-12
M00259	L10	0.121246758370732	0.0290838069192318
M00311	L10	0.0488872071645203	0.176575853268892
M00048	L10	0.0135715127023195	0.657890220120149
M00439	L10	-0.140652069823502	0.0021435806661434
M00197	L10	0.0148225699289545	0.735507141666522
M00159	L10	-0.0441104511932619	0.0556445057265824
M00051	L10	0.00492040075373746	0.57831810232206
M00124	L12	0.111688344448485	0.0504673443861949
M00570	L12	0.196902402974818	0.00176099171294582
M00432	L12	0.181838396758913	0.00569763953662279
M00208	L12	0.226248264800268	0.00892024092648973
M00237	L12	-0.152099403793365	0.00398530472235586
M00357	L12	-0.142491227839292	7.74697285466503e-05
M00535	L12	0.194105010067534	0.00372438485972024
M00061	L12	0.172297164080645	0.00237241814863038
M00530	L12	0.0436470272866813	0.0977863926255989
M00239	L12	-0.1710077836497	0.00245297212542204
M00307	L12	-0.166790183433198	0.00278712662065413
M00149	L12	0.197444739139324	0.00960471062292743
M00019	L12	0.212457124038796	0.00372721302142624
M00348	L12	0.0764239919396856	0.0343685724099617
M00390	L12	-0.123938599728526	0.0197681819259259
M00188	L12	-0.193134933005119	0.0104555492442145
M00063	L12	0.225014860716606	0.00880023149933385
M00563	L12	-0.144022376985116	0.00219661828290759
M00060	L12	0.21141548922176	0.000178837309076642
M00179	L12	-0.14912452564357	1.29919578556996e-24
M00332	L12	0.0329108516028424	0.00546472947638608
M00122	L12	0.0848537821245411	0.037167058742512
M00440	L12	0.120732003521472	0.0230725632814331
M00360	L12	-0.135109314109978	2.72052103005265e-07
M00184	L12	-0.127373914412079	2.23586478560005e-05
M00567	L12	-0.139038224289349	1.40986967943881e-11
M00356	L12	-0.144787466891592	0.000215346408551666
M00310	L12	-0.20715416758699	0.00343253110992603
M00230	L12	0.183855481386365	0.00427385566265301
M00127	L12	0.164753068476653	0.000600733245245713
M00023	L12	0.14809752155287	0.00295019144049647
M00178	L12	-0.169959470849621	5.87534846444964e-22
M00259	L12	0.145664733589818	0.0169815511242862
M00311	L12	0.135693446213548	0.014743244619792
M00048	L12	0.0687146190798337	0.00960471062292743
M00439	L12	-0.180407705072847	0.00282013504472788
M00197	L12	0.0129469637021774	0.921613960030319
M00159	L12	-0.0419445366133777	0.10113206659246
M00051	L12	0.0768676660601191	0.00210037004189305
M00124	L20	-0.118000941431086	0.0281475439324852
M00570	L20	-0.137257856274129	0.0102206606179722
M00432	L20	-0.138284581202941	0.0102720916428035
M00208	L20	-0.177565187798519	0.0138913223481026
M00237	L20	0.0781050720749476	0.024852891142467
M00357	L20	0.0357575251099618	0.109135690711163
M00535	L20	-0.172350567173495	0.0065632176458879
M00061	L20	-0.170163775007901	0.0037034012086266
M00530	L20	-0.0775578129790462	0.00569763953662279
M00239	L20	0.049980478413103	0.140379275413843
M00307	L20	0.0733910038159922	0.0131138278060472
M00149	L20	-0.182702889908122	0.0148335957926194
M00019	L20	-0.149329965567588	0.0110035185805947
M00348	L20	-0.179613937761907	0.00647429598284033
M00390	L20	0.0549618650418631	0.100402920131815
M00188	L20	0.135216811209539	0.0198536778319915
M00063	L20	-0.22279557144283	0.0101526785366699
M00563	L20	0.0652991493607347	0.0164978362929318
M00060	L20	-0.223344467144142	0.000214295874829466
M00179	L20	0.119014812741702	5.16173902836605e-22
M00332	L20	-0.0458960972394623	0.0318820418822379
M00122	L20	-0.137421197858457	0.0030507790393106
M00440	L20	-0.208913926014514	0.002323032477669
M00360	L20	0.119153587557799	1.78031467837882e-06
M00184	L20	0.061848916537023	0.0069499480542595
M00567	L20	0.0274880202588287	0.0202037192124219
M00356	L20	0.0637842653724168	0.0102720916428035
M00310	L20	0.143595517138482	0.00430844952125116
M00230	L20	-0.23624177042407	0.00278712662065413
M00127	L20	-0.152099207635253	0.00386988893354302
M00023	L20	-0.153147721483461	0.0106632542488637
M00178	L20	0.16260835863467	8.34585824984365e-22
M00259	L20	-0.237192487261622	0.00850193206625458
M00311	L20	-0.132423915848164	0.0205552098298654
M00048	L20	-0.108703950341994	0.00851819242193791
M00439	L20	0.124781328296713	0.0154112751674133
M00197	L20	0.0792322509318226	0.0370276200364137
M00159	L20	0.0220283141406215	0.247691990599011
M00051	L20	-0.0858147565390261	0.0194508113169065
M00124	L30	-0.101960858185953	0.0131138278060472
M00570	L30	-0.0971181174162784	0.0086242737008257
M00432	L30	-0.123703019220678	0.0128186307436797
M00208	L30	-0.132628051310199	0.0174852925896966
M00237	L30	0.0362231506398432	0.37164249951908
M00357	L30	0.0679933502870967	0.00797323999260667
M00535	L30	-0.133341596379187	0.0101851018707745
M00061	L30	-0.139810087396964	0.00322258958482298
M00530	L30	-0.145762409719248	8.61840864145242e-05
M00239	L30	0.0711489936433309	0.0559598218986514
M00307	L30	0.0616134091728881	0.268528815299846
M00149	L30	-0.116810899230478	0.0165959796706845
M00019	L30	-0.108469720425767	0.0099562681501038
M00348	L30	-0.0470629095952195	0.222316806152433
M00390	L30	0.122023057605425	0.00870754081020088
M00188	L30	0.0482762182914125	0.373259729663806
M00063	L30	-0.120065213807465	0.0315195974828704
M00563	L30	0.0441337808172916	0.218323436868154
M00060	L30	-0.132766790266478	0.000216991802851432
M00179	L30	0.106267119509105	8.5737712055304e-21
M00332	L30	-0.0757343719436589	0.0122262126320486
M00122	L30	-0.134138967641168	0.0035377240228033
M00440	L30	-0.12745862358176	0.0239679410591906
M00360	L30	0.0449990210810013	0.077690606102791
M00184	L30	0.0687056665352105	0.00741134794877264
M00567	L30	0.0767907815754642	4.46473568054469e-05
M00356	L30	0.0644126541782952	0.0324236527076683
M00310	L30	0.0778696148943695	0.0938313875846676
M00230	L30	-0.0872301292626858	0.0707655063796808
M00127	L30	-0.0917878060764991	0.0745458609174284
M00023	L30	-0.081593395286195	0.00569763953662279
M00178	L30	0.0949026428543276	2.48174912826974e-14
M00259	L30	-0.171273820084267	0.00915275340612819
M00311	L30	-0.0562825130829646	0.243904108897846
M00048	L30	-0.086564410459811	0.0536425206513655
M00439	L30	0.05088544632865	0.293385044821339
M00197	L30	0.0648431583971508	0.134042359169627
M00159	L30	-0.0342595988478219	0.50017595106725
M00051	L30	-0.0703247160461985	0.318274218250857
M00124	L31	0.0250969254674128	0.187145254146788
M00570	L31	0.19673509694991	0.00197061887669102
M00432	L31	0.202415282674264	0.00321933383206423
M00208	L31	0.108152635196004	0.0265745497259793
M00237	L31	-0.112766214262872	0.00323464850112005
M00357	L31	-0.0961273287532127	0.000312298011622815
M00535	L31	0.202415282674264	0.00283047011772098
M00061	L31	0.147902864649811	0.00214977013133595
M00530	L31	0.0188779852106859	0.119317123229306
M00239	L31	-0.133472359372293	0.00159688589840177
