	L01	L02	L03	L04	L05	L06	L07	L08	L09	L10	L11	L12	L13	L14	L15	L16	L17	L18	L19	L20	L21	L22	L23	L24	L25	L26	L27	L28	L29	L30	L31	L32	L33	L34	L35	L36	L37	L38	L39	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25	M26	M27	M28	M29	M30	M31	M32	M33	M34	M35
idv116	0.0481574153838929	-0.0619081265252233	0.0176038560493965	0.040998348828081	0.0311127254239675	-0.0134877963030253	-0.0300164082297766	-0.0424176987706303	-0.00381401585606607	0.0700172181967767	0.0678351517847205	0.0109143949354212	-0.0846422739101297	-0.053740138498852	-0.0484351831231016	-0.09574489066311	-0.0312119846021962	-0.0535817285562691	-0.0796569308392086	-0.0115498752748473	-0.0130466438767028	-0.0210017735978784	0.0236389876502343	0.0670009112806722	-0.0265660293687286	-0.0409372437777548	-0.0352491682766328	0.0204200681464196	0.00213410393010201	-0.0610629360341048	0.0589323849392482	-0.0219668342992389	-0.0113850206217244	-0.0081383380419858	0.0169834945409257	-0.00468130186331906	-0.0266815131298398	-0.0219073737384398	-0.0648876783454875	-0.0594463687478	-0.0109457105333258	-0.0604934603880581	0.0469736135449483	-0.0524907482524909	-0.0277105942957689	-0.0445766454598278	0.0214579037394872	0.00231117713158441	0.0197611250272631	0.000540118293825279	0.0561813137113178	0.0463645843421904	0.00709808659107845	-0.0144577505819001	-0.0328657452311786	-0.00348844130895655	0.0764301395099425	0.0416052594472589	0.0265845287182446	-0.00624107522908992	-0.0133465962502041	-0.0469017765315587	-0.0960585676264563	-0.0534827453642357	-0.00685555581609437	-0.00806259121672001	-0.0138667573630191	-0.0380014530954988	-0.0156149081133104	-0.0172219529348742	0.0119472178058557	-0.00571116024375648	0.0216954021311946	-0.0337055484688613
idv117	-0.016589111749575	0.0991086555927684	-0.0205557287332121	-0.0525509497160217	-0.0248232532259938	0.0592694480435422	-0.0196284318627555	0.017937590462343	0.0254707646226977	0.0307505727998388	-0.00468720410299107	-0.010948433919754	-0.0404800118499459	0.0103792540727914	-0.0282168081247127	0.0256470982282202	-0.0269181126469442	0.0226655755504282	0.0491675192915304	-0.00280902648392198	0.0802921749903007	0.0911010489541235	0.0344906968570296	-0.0179209544498588	0.0120416536299947	-0.0278349243128389	-0.024478756224443	0.16897711621958	-0.0412459885749632	-0.00353656315261116	0.046578820281224	-0.0301086937583561	-0.00139551661553104	-0.00673618699390196	-0.016584834321192	-0.00810319460912241	-0.0204061214631105	-0.010580714594987	-0.0397556543628243	0.0231520576836114	-0.0334940205147842	0.0431405414826957	0.0396771708627797	0.0215345926272086	0.00846279569637154	0.0237888314158314	-0.109734547547819	-0.0235768400351758	-0.041016902457571	-0.0690620483742934	-0.0510459065918393	0.0211108315523097	0.000933810047142448	0.012400225337875	0.0368355111097945	-0.0876193679294606	-0.0400401488465971	0.00239733092523078	-0.0432026655595246	-0.0603148247267851	0.0230607674912399	0.0211831295284114	0.0671082593363878	0.0527329993334952	0.0185622557458618	0.0720334958556253	-0.109978974759282	-0.0866771627138755	-0.0386590024417666	-0.0818945446266925	-0.0905103351630875	-0.0258076510916689	-0.00548101041780551	-0.14498671020918
idv118	-0.0876409406117319	-0.0123369252676787	-0.017818386184508	0.0450885880677207	0.0966318292642832	-0.044119595024099	-0.0116527945803191	-0.0508515213458789	-0.0394540848521028	0.0238293287676076	0.0366811484007251	0.0529290913366818	-0.110533579809892	-0.0415687873348446	-0.0889297045840085	-0.0158970370206804	0.0324405035520187	-0.076055881200028	-0.0409847709800955	-0.0225438263508989	-0.0253737556762979	0.0167674329143217	-0.0154210094243087	-0.0611615733856728	0.024181828121757	0.0489639735118614	0.0635372953128154	-0.0689015649476129	0.0359362073455005	0.0301260824949347	-0.0284955296070688	-0.0176459648132724	-0.0308564773989746	-0.0589820801943564	0.0746574733864884	-0.0288206322074131	0.041767035091213	-0.0749195639672621	-0.0595930330950296	0.0250609166726542	-0.221951701812104	0.0504711756896155	0.0638934164148662	-0.0382238178714236	-0.100132383755117	-0.088136465684034	-0.255530821969136	-0.0438901158534311	-0.0843780345654758	0.0187022752831492	0.00488102722365994	0.045235018953717	-0.0300325929215314	0.0270720964222277	0.0460384665158325	0.00806205437764074	-0.0580866904401082	-0.0331948847447097	-0.0219776581780392	-0.0413363376718451	-0.0731547404969758	0.00593236218264907	0.0692477178624379	0.0193565348372741	-0.0222906685229449	-0.0261076509846665	0.0209388723560027	-0.0334720607683379	-0.0495841152302533	0.0334181165128347	0.0221987478876726	-0.043291896998749	0.00118233431699149	-0.0267882003878234
idv119	0.0560338335151331	-0.0599785494754179	-0.0493994957427768	0.0420834183847564	-0.0173136236529136	-0.138990240359425	-0.0561405759474676	-0.0709881974555101	-0.12613271668055	-0.0950057271165028	0.0503132778244485	0.0266409286037687	0.0194013561486406	-0.0860365354948005	0.045560104431008	-0.0242490252993059	0.0252101540465528	-0.0808655712082738	-0.0564761119071574	-0.0835248613653295	-0.0874693182188907	-0.0225871478889699	-0.00204549751576629	-0.00434647830803175	-0.025577580460752	-0.0574455068578926	0.0323787616121377	-0.0356623119378195	-0.0702903340601746	0.115448073604799	-0.0991811714261955	0.00758435783974488	-0.137470833743955	-0.203505343314917	0.0905118575179018	0.00672629482990087	0.103305459799009	-0.00558026349240427	-0.104815589518445	0.0586475295875356	-0.11655432040624	-0.187673059349891	-0.123703227280548	-0.0306181819619196	-0.0297497939823083	-0.0386101896845563	-0.141034479826571	0.0334406141987885	0.0524968859682487	0.141646162217709	-0.0618512552662059	0.120920741320922	0.0310110241477097	0.0938485133866051	-0.061066658569299	-0.0424063016133388	-0.131818028729962	-0.0109468098167707	-0.0464255626101448	0.00191095979243588	0.235109009798909	0.0486515126169312	-0.0947227031602279	-0.0603396957485051	0.0413322536281393	-0.097023015085915	-0.0232450302365398	-0.0473422357728994	0.0080475532759495	0.0564838603163041	0.0290412395081068	-0.00885882754181548	-0.158897600677031	-0.156959072084333
idv120	-0.038580558258986	-0.0106864438438774	-0.136119652697529	0.0311525714878733	0.0408750527465835	0.0671429616672579	0.126522005514779	0.0506147638975235	0.0477461772104335	-0.00752783688178894	0.0129964964762901	-0.00390883058432338	0.13786185779293	0.0152752563971566	0.0358694389951929	0.0836843007860224	0.0798916414557248	0.0918406787691825	0.0386751990843155	0.0450912545496056	-0.0560146969868493	-0.0465954335991267	-0.0965149596927027	0.0357440237726401	0.0578027671324102	0.0263455956460893	-0.0778488479699991	0.00882581688743465	0.0871155290931195	0.073040899739141	0.112344236614545	0.0556731660204594	0.0892666547594339	0.0267858006992389	0.0806999686411692	0.035172649836252	0.057331268729717	0.0617211465349298	0.135106696133675	-0.0191893050431345	-0.0301433097385351	-0.0825994128761183	-0.0338420606882201	-0.0218290701983511	-0.0400780090437272	-0.0437913081746252	-0.046500476553437	-0.0142965165646019	-0.0643635611015581	-0.0158238339016659	-0.0366570822881663	0.00882833862605541	-0.0491574751141859	-0.0139149024815971	-0.0321913907259039	-0.095085187375471	-0.0430211390735864	-0.00416966235156963	-0.00356542930784028	-0.0470012636297855	-0.000500137454210195	0.00189196634508623	0.0666681601579895	-0.01920634379823	-0.0471949673803827	-0.00308008557386117	-0.11962392952865	-0.111308526587521	-0.0872120361742073	-0.0353264795246682	-0.0625262248067402	-0.0255817474321557	0.0170607660600891	-0.0870659446610714
idv121	0.00934535478819929	-0.0207544509800259	-0.0863877176103488	0.0165494726260362	0.032648069290449	0.0028459292536649	0.038555455664055	-0.0124871097095554	0.0166579791232296	0.00221069696635562	-0.0308155490353492	-0.035077473889296	0.000382537610537531	-0.00886474652166375	0.00604024913790568	0.0218874956589367	0.0471205979452873	0.0301482804740121	0.0210438851253313	0.031905135207891	-0.0211982882488519	-0.0806385046571819	-0.0884430235489714	-0.0592969733585572	0.0893003953572557	0.017829608048093	-0.0411645360023484	-0.0703444336273932	0.0480667297937443	0.0682053997601221	-0.0102361461909406	-0.0272725451377341	0.0219601675971204	0.0169376232511135	0.0097544696761274	-0.0170610315768061	-0.0180783889021932	-0.0513307449425242	0.0695960437980703	0.0404319944997636	0.0135526639318065	0.0264640032412043	0.0296526739407244	-0.046165095109145	0.0436046828414806	0.0359839463933294	-0.018434416343438	0.0225251608767283	0.0368066545280051	0.00644924161708729	-0.00891617883710645	0.0258103676747374	0.00783487504953861	-0.00856520619747252	0.0221879178994897	0.0459431682186928	0.0205081481480488	0.0377044209794011	0.0342553244967175	-0.0150803139860715	-0.0310302781391472	0.0287430774744368	-0.00971338834797315	0.00968431293782422	0.00250983823756419	-0.00036639215660917	0.0318124266749155	-0.00213482495481462	-0.0531638879496008	0.0114332985364404	0.0181495692331043	-0.0503763720736807	0.0333126799233161	-0.0619935356342222
idv122	0.15477960249971	0.118563998413297	-0.0529848224431851	0.0779262886305784	0.011257935090769	-0.00968463334093341	-0.0478951797193127	0.00520632717746079	0.0123700609038493	0.00728822335630645	0.071263871168789	0.0300709518819661	0.0506266822799213	-0.017436170766572	0.0190073185548158	0.0333317655588934	-0.0632039441734835	0.00189013436318537	0.00590592730374757	0.0412262974088847	-0.0755831768019088	-0.0396213794595381	0.36170211924388	0.56479670515563	0.102312818721897	0.032805139725556	0.0479628013782865	0.126051181206647	0.0242856800791902	-0.0558683269016752	0.0330589587278761	0.0331769396291354	0.0527917281608204	-0.00437907423734929	0.11185504453379	0.023155655305633	0.0494678173997137	0.0337053742151412	-0.00657293175456028	-0.0297780441845166	-0.00163572341141326	0.047406224167613	0.0305545053066015	-0.0212941678996375	-0.0126421269916485	0.0146108573848491	-0.0294597905595749	-0.0548543807166555	-0.0351080275809601	-0.0462473529088368	0.0299125290797633	0.0207824061659701	0.0345843984160145	0.0532097954862156	0.0485238581379009	0.021897620798276	-0.0528160472221676	-0.00826125971314624	-0.0405224550499828	-0.0950809544119993	-0.0160820124468241	-0.0384272070372696	0.0539046409124423	-0.00267567796460552	0.0085165227570671	-0.0135530328533159	0.0189338596940064	-0.0205064588858651	-0.00840280480557965	0.017025185794391	-0.0264909519322826	0.0266826514503646	0.0367994327667677	0.0421531230162467
idv123	-0.0402938638184373	0.102314532706555	0.0101913277920319	-0.00173782122284092	-0.016190439254624	-0.00561244077538999	-0.0588423813232559	0.0364593370192667	-0.019877984668969	0.0570079507178031	0.0184154487222102	-0.0186878764689587	-0.0549704554690167	-0.057610394280959	-0.0549284963519903	-0.0755488313380119	0.0378501928032595	-0.0233465316683108	0.00194780725876144	0.0199322266850844	0.094887050700369	0.0901188039842651	0.0718759889398336	-0.00272891779921062	0.0124932604849763	-0.00417547718825398	-0.0515954428603663	-0.013494670809618	-0.000666626754566965	0.0460447455652798	-0.0359394749290483	-0.067596877731233	0.00436536505467147	0.0878901295511417	-0.0224498101282887	-0.0843156179744651	-0.0461851986387932	-0.0960720808553041	-0.0248221323248585	0.0523181274462488	0.18182205218979	0.0410718586450227	-0.106059707818217	-0.0415189885060558	-0.0205791671754512	-0.0455484056610171	0.117480823740448	-0.0586785999477384	-0.0159898923101648	0.0149667809578859	-0.0517997070443677	0.0374644779887479	0.0797059007441708	0.0074878689435597	-0.0791086026594779	-0.116850369205392	-0.0177514108908016	-0.0307867153147256	-0.0517036497223315	0.0463517370435811	0.0364344250939508	-0.0361439164887498	0.0227346613719431	-0.0168048891723006	-0.023971947535379	-0.0077941064749828	-0.0306174439141579	-0.0701466878449456	-0.122105696743458	0.0098513902332528	0.0271404727976802	0.11272860423509	0.0376329349215347	-0.0291024654674414
idv124	-0.0460538259075756	0.0179588613916911	-0.00806114596646572	-0.0710749290062212	-0.0166420749873211	0.0126950215461101	-0.0178205320537546	-0.049531754368828	-0.00396714924239373	-0.0210126366130765	-0.03838664141794	-0.000137201502756652	0.0343470665820135	0.0768297445509664	0.055206216792552	0.0670324180689826	0.0439813093495491	0.00121887747965028	0.00932702591685581	0.0103511772182025	0.019272801132488	-0.00972670490333263	0.0466148572631284	0.0270461177496268	0.0835652827985664	0.0467790113071725	-0.0276906428956769	0.0566029289297199	0.0136509359926702	0.0276427435336095	0.0215913058909842	-0.014098037319848	0.000477938958143774	-0.0283204903245168	-0.0295590314345055	-0.00955383733636828	-0.0275761174296161	0.0643253177061738	-0.0268166830867657	-0.0616249813783405	-0.065916409642196	0.0126185039025921	0.0110557908962509	-0.0354323760472404	-0.0066575982761623	0.0292990564292697	-0.0258770263417713	0.00269875943007818	-0.0465717032495399	-0.0010270963973381	-0.0341585770014522	0.030670436954538	0.01998557009987	0.0329755930351544	-0.0101662909758498	-0.0947513146146671	0.0142887368405953	0.0144683849218497	-0.0167080462624495	0.0434433309077202	0.107961360113689	0.0741850459932072	-0.0665491914199568	-0.0791882053335322	-0.0557622747097152	-0.0958656115736969	-0.143367312814489	-0.0984895112460704	-0.0584627933684636	-0.088647153531429	-0.07983851742451	-0.110881624481791	0.00296505702105067	-0.00137820728692085
idv125	0.0127844290924395	0.116035582308054	0.0423680238201254	0.00418032313677463	0.00183646077928279	-0.0534711825172827	-0.0715361406079275	-0.0268713381388775	-0.0427560114175944	0.0519483069466597	0.0290081647364717	0.0425015224829991	-0.021147927792368	-0.104995053307018	-0.0705138379763701	-0.148830088184713	-0.045312694564711	-0.0399627359087736	-0.0976280429162191	-0.0608871199920991	0.0750315731970084	0.0795979435959871	0.0213163837151331	-0.0260930957357882	0.0281185292096257	-0.00722755826717492	0.0490095262113026	-0.034329725957553	-0.00977429260253369	-0.00043955270900181	0.0398219840300469	-0.0909121638641227	-0.0271704568501881	0.00865066459701365	0.0163046270726883	0.00586302295946052	-0.0117653030982671	-0.0253645347374356	0.0150452911878493	0.0109585320306455	0.112760944642301	0.0233379152778462	-0.00251182084159089	0.0409821800033843	-0.17752926624792	-0.0954916106623776	0.115054086763231	0.0502447477786899	0.0460102195061167	0.0711277020127031	-0.00792992220244892	0.00469350919997579	0.0466046167808662	-0.0253831171461707	-0.0919033315471739	-0.133694324021801	-0.0169506434387621	-0.061751265118956	-0.0783100798366149	0.0363928514728274	0.106060023280428	0.104345358815547	-0.00893308969581803	0.000552180447238841	-0.0671460294625623	0.00126330125414911	-0.0259059588101788	0.0140995653656944	0.0214461433280468	0.0636068262629853	0.092311599908596	0.107295777869924	0.0147138525254906	0.0292972539175307
idv126	0.0563605574420273	-0.034378942107517	0.0307026578217897	-0.0262587353892888	-0.0301801118433396	0.011059014013576	0.0229003922416147	0.026426676071026	0.0566417969066629	0.0124774199922014	-0.0501211886936032	-0.0219487602410211	0.0243921764124551	0.00264396768323323	0.0107789514887721	-0.0204534341853703	0.0285232385114502	0.0300577342061263	0.0100258068208295	0.0245794405833906	0.0575620894909328	-0.0130855780370328	0.0523545258984451	0.0797822110129792	-0.0702713415581242	-0.0370789553257991	0.00910555897954576	0.0707286458366142	0.00938473569389376	0.0435411164057539	-0.0539754617792328	-0.000829351577964568	-0.019642558150428	0.0266216435358946	-0.0401320225976926	-0.035634925411889	-0.00274352513237072	-0.0436498003112842	0.0396597118631828	0.0154905759193092	0.0254826005751399	-0.0284849662838818	0.0201405691383492	0.055238454208822	0.0471595732898673	0.028994260948879	0.0767311753467562	0.0599818261674938	-0.0132378110886665	-0.0292240194919198	0.0577233239847837	0.0319467969354071	-0.0395009290258862	0.024231584245967	0.0499991440961993	0.0123301673510537	0.0633815151404509	0.0758215145521462	0.0633609064402799	0.0480642175543396	-0.0512052109797978	0.000542642814768815	-0.0350095813316351	0.00715896694025556	0.0363436223280977	0.00334656895929865	0.0787925422076544	0.0233380039654087	0.0303368898131688	0.0456995272966724	0.0647306571903521	0.0458676019786469	-0.0297463079746963	0.0884469633881576
idv127	0.0537967331978487	-0.0488246917512778	-0.0275740738299271	0.0203627832410181	0.053799416766456	0.00694069840257376	0.0721794274461973	-0.02634743613212	-0.0137588841521382	0.00421415606290875	-0.0171859756397044	0.0537469712914263	0.115553429907303	-0.0555950332373263	-0.0666156869562657	-0.0185630374775057	-0.0506861861114943	0.0107604677804209	-0.0283320476419655	-0.00720053317691068	-0.00627056629059613	-0.00984414877664779	0.0225606531876791	0.0130200064001058	-0.0484971357922819	-0.040709715147758	-0.0826450032360906	-0.020726491775157	0.0300902846818148	-0.0623392809027611	0.0348922354958689	0.08792939341295	0.00985871166777358	-0.0767009221677266	-0.0656517540918941	-0.0473110897496068	-0.0457556721278649	0.0384598494674678	0.0333255206794455	-0.0156243057302216	0.00186659316437657	-0.0881100146038741	0.00942047017053597	-0.0174555306448972	0.00787794323404668	-0.0237575495648381	0.0401421890570085	-0.0194526762397709	0.0273413591086336	-0.0152165233337505	0.016784680735712	0.0378993859815318	-0.013385350479704	-0.00231557764738543	-0.0538794846678096	-0.0346056571751773	0.00529224170273115	0.00890477628661901	0.0154447938847973	0.00331096651610997	-0.0276316748524021	-0.00651410746878244	-0.106580317544481	-0.0457059828925711	-0.0265919666692999	0.0917227145869807	-0.0375807398614022	-0.11613084264626	-0.0804433179968884	0.041346655945276	-0.0303528217388089	0.00394235594167934	0.0534146939805576	-0.02054969196248
idv128	-0.0394931309314522	-0.0167470957871147	0.0356635657842314	0.00451942942420734	0.0562961056415111	0.00721271995128782	-0.0469307359647514	-0.0308645201805434	0.00581377858514344	0.053836552814514	0.00799626022433953	0.0667407901992774	-0.0519924440656398	0.0310226210861941	-0.054074391495283	-0.00652021376099264	0.0321054070397064	-0.0595004755136475	0.0295627590729448	0.00308009602259181	0.0297024249396396	0.0115271175048784	0.00105359100792466	-0.0450678303196201	-0.00571150802341141	0.0851258166153397	0.0334996812100293	-0.0406960244522804	0.0468256818690952	-0.00124214148722044	-0.0392486641218131	0.0426786875392401	-0.0140021989717908	-0.0193619478258403	0.0220654773712949	-0.0140578496616107	-0.018919384407304	0.0196202422741307	-0.0759478211926357	-0.0461935313402008	-0.0346465199164571	0.0508813705844152	0.00960326144209302	-0.0575827223120581	-0.00334859711954659	0.0254691450347836	-0.0103885673463386	0.000953657868102073	0.00623959463030931	-0.00226671453971987	0.0251610125036498	0.0226511813998567	0.0583209053333948	0.0732440768042029	0.090461073167694	0.00063704853026539	0.0319941657946786	0.0367998315477642	-0.0430005900995457	0.0251692358478456	0.00407237623936117	0.0104702981205253	-0.0123973604614607	-0.049153433798403	-0.00421793260044456	0.103071292835759	0.0159166610333458	-0.031927517052924	-0.019265136531322	-0.00766388260681512	-0.0204750643438622	0.033865455366739	0.0521820567360783	0.0408722645748946
idv129	0.101836549673304	-0.0497450809180678	0.0220355566483043	0.00920633423457709	-0.0279880631735211	0.0649989205340713	0.0567397240200813	0.0667882294040711	0.0771629597794317	-0.00309771354551896	-0.0603637284388014	-0.0328946334775791	-0.0337126478382583	0.093764096191655	0.0257534165197479	-0.00826745485135252	-0.0247431397077159	0.0473581062588416	0.0868525042217495	0.0681836968715441	0.020347094670036	0.0110002356617551	0.0277357473563897	0.0837920542459506	-0.022446058458324	-0.0546285230520779	0.00591214973204743	0.0748405734192286	-0.000101713466875387	-0.0150948705896345	0.0262957022654774	0.0289939447265846	-0.00992133629143511	0.0842326948918104	0.027569912121132	0.0686177695465332	0.0172957765764968	-0.0260000373466793	0.0538726512939987	0.0643936142997401	-0.0379283807205831	-0.0269347986032838	0.0424586601277223	-0.016817332917657	-0.0256584601911556	-0.0229637918119118	0.00960930325760083	-0.00602118944371557	-0.0221126265291094	-0.0349871596596876	0.0157103641008484	0.0283140531177689	0.0204606417141718	0.0162095171102302	0.0400618602555086	0.032295848288297	0.0488264351128242	0.0718872215877028	0.0699647995051198	0.0589627661762166	-0.00543044673614123	-0.00318164829254982	-0.0393766112383622	0.0153291110631564	-0.0259619282461021	-0.014876745198416	0.0898053965145884	0.0250022142667031	0.0659576732631021	0.0623681720495126	0.0820331533558798	0.0218937070544672	0.0251065907880035	-0.0178202299550943
idv130	0.0628133857249597	-0.060443291887858	-0.0649169907339535	0.070821958706288	-0.00294464209191832	0.0591357308416423	0.0691386357996768	0.0583360742009508	0.087765958758719	-0.0348872905937404	0.0390290207611534	-0.0347191991051661	-0.0349554812883442	0.00704094936190915	-0.0278053093280473	0.0434879954173471	0.0595179421659964	0.0453516513374872	0.0268625481427814	0.00995853721900145	-0.0682301592653831	-0.0413654617352201	0.00567584086386306	0.0261416827521423	-0.0680583548535348	-0.0867379585766403	0.0372177685699863	-0.00148972894051772	0.03467997032784	0.0626452651903486	0.0164269748993158	0.0652311676606369	0.0930242437554139	0.0789498881297237	0.0870196010912456	0.0289691975843327	0.0864915206966987	-0.0510352134607842	0.015019970586013	0.0656821875605745	-0.00250768917586912	-0.0592605067741356	0.00949501181147079	-0.0234381312192801	0.0334576405559209	-0.00731693814447189	0.0228702417955327	0.0223036436589037	0.032771582971402	-0.0663713232989407	-0.0163060761345313	-0.0415583558950573	-0.0516879709822508	-0.0707650811455548	-0.0342981229182687	0.0200895501945817	-0.0108273140626818	-8.53067590447869e-05	0.0671678235072699	0.0617763822057748	-0.0493962880765944	0.0103546810837831	-0.0595223754641679	0.0439722105139143	0.0678484380504571	-0.000303548134651613	0.00637753253670122	-0.00330794954311556	-0.0187261427989233	0.0828621888825458	0.0707758501111739	0.0341668422533894	0.0497553867666022	0.0611573414812061
idv131	-0.0438794314046313	-0.0204896108603927	0.0151897610951942	0.092944589548062	0.0394200178317243	-0.039478422673211	-0.0130577103914654	0.0369713385041102	-0.0216511252257946	0.109522736790575	0.102348811176768	0.0909170603322731	-0.031012030094743	-0.0726529268151759	-0.0402909218599022	0.00355762709682486	-0.0123645092443009	-0.0448887451554957	-0.0447562609551582	-0.0874247929984626	-0.0836993007546566	-0.0682861866434668	-0.0458918733778102	-0.0990327939342284	0.0236766197027278	0.030274416950101	0.0633077290939618	-0.0656110930616568	-0.0241853656956866	-0.0156274430415839	0.0450408658901675	0.101626942151607	0.0485125905909057	0.0288144833759956	0.000437217311270908	-0.00593462459815104	0.0373990361341314	0.0382570000260604	-0.0569037013919513	0.0520990112418699	0.0201850784477949	0.0437578377891969	0.0882095114915335	0.0140410808229367	0.041360524370071	0.0731025140805257	0.0165345259393994	0.0717070698260118	0.0293231454710329	0.0151125834024523	0.0284628967026618	0.0498456602506072	-0.00607685207307933	-0.00491606355897388	0.00561513830390056	0.0119310971264317	-0.00398847042900918	0.0818903483793308	-0.00689429011426844	0.0249653376203551	0.00497032229415452	-0.00410533352477015	0.00703574738640253	-0.00021694605587944	-0.0515106821537496	-0.0947302692653245	-0.0407580459883687	-0.0102378593675229	-0.00813225211203962	-0.0725034239816891	-0.0394109051670793	-0.0654917453475364	-0.04795170066841	-0.0689604304506482
idv132	0.0325558837397951	-0.0550151061608815	0.0157943161685318	-0.00603358953188864	0.020009125193384	-0.00665002410475178	0.00982734609025629	-0.0529122496377545	0.0261868505847971	-0.0304314885700164	-0.0254701478387967	-0.0388856199979058	-0.0920409999454922	0.011219760011239	-0.0911660536153432	-0.0520867117243422	-0.0214051891821693	-0.046738663089934	0.0217974878284044	-0.0298306979749427	-0.00862936671519877	-0.0082190100922836	-0.000484632160296155	0.0207469783730137	-0.078121020960144	-0.0635073418046457	-0.0153253417503748	-0.0304043405211915	-0.0163024477570899	-0.0813833037906705	-0.0128618497447315	0.0368095387851461	-0.0163666390389179	-0.0262023714109537	-0.0360722907765082	-0.0116030516420581	-0.0295803378938109	-0.0595411194090191	-0.0243348640079518	0.0411518653242359	0.0169281858965658	-0.024641159442036	-0.0161666146582033	-0.00254401636298423	-0.000188259013689349	-0.0168743459870594	0.022495259132589	-0.0116379169959224	0.0595977931880588	0.109468570705975	0.069588917500497	0.0285246635051848	0.046550753017517	0.0363630182423288	0.0165691054685747	0.0252837408117094	0.083092483864869	0.0519158642197605	0.0599744302835316	0.0541533497804559	0.049401186752495	-0.0376631540825038	0.0259583151986202	0.0465282839204597	0.0542215838773478	0.0716650008412843	0.0601479104372414	0.0454315160783758	0.0370491100173423	0.0606837720822259	0.0627931237395056	0.0312287431592139	0.0372206595437838	0.0680572338036959
idv133	0.0651619694668137	-0.045104778672869	0.0124177099791479	0.0463808695899646	-0.0216601044898794	0.0204362238627638	0.0477158148036214	0.0608897130904216	0.0100794132938152	0.0109087792105258	0.0408388972095497	-0.0386465017414651	0.0232015806625283	-0.0675150856318625	-0.0112883162908274	-0.00149483122494869	0.0193779522300384	0.0419524923048508	0.029241100951304	-0.0426079911773606	-0.0367466318235411	-0.0354941242862936	-0.0237570263405441	0.0204374965848056	-0.0659513623762496	-0.0643876059810663	0.104674858080592	0.0551075897195396	-0.0122463533553227	-0.0133852786037998	0.0407527019365159	0.00270659695306288	-0.00844608515290265	0.0187097983477032	0.0256308140600798	0.055367060839559	0.106566037598488	0.0448153876979812	0.0768707153588555	0.0736844507414752	-0.0294069068917981	-0.0972353035678642	0.0169356374004653	-0.00582446877256746	0.0172580536129879	-0.0127127210856914	0.0313914135907773	0.0601752591529771	0.0170429206900695	0.0823441486691961	0.0677232925071659	0.0248492561565469	-0.0349890599261388	-0.0470688879940038	-0.052899253816176	0.0479714068844956	0.0411300775332286	-0.0442297912256445	0.0503605239293843	0.0354158022389397	0.111410260309088	0.0899682824884767	-0.0241212255019354	0.0201177112624883	0.026580424242743	-0.0320821110060789	0.0147540563098678	0.0333970656013345	0.01842302217569	0.060194189050787	0.0704312004541527	-0.00928602922592502	-0.032401643655497	-0.0857309548163845
idv134	0.0238045699929671	0.103357717345916	0.0530105631394556	-0.0246507961761986	-0.0906372668054924	0.0514225452720816	-0.000519252398676659	0.0189827260779144	0.0227931516053352	-0.0230047916583958	0.0169908364299897	-0.0110289934327678	-0.0064049665534768	0.01686011133784	0.0263078120660857	0.0256391789978356	-0.0207904943551437	0.000587625030489766	0.00144119258803654	-0.0443944490789854	0.0554278296856991	0.0916232932423832	0.0379283388815367	-0.0123959337621559	-0.0142623866305621	-0.0295205143301941	0.086343890430562	-0.071518789866459	-0.0828748717433875	0.00127984758772189	0.029412569612172	-0.00670890368005457	0.0387792017398773	-0.0475783812476226	0.00660828049390823	0.0433656895432694	0.00854115855114519	0.0104292229679774	0.0118442375623475	0.040899695944884	0.0756455217557642	0.0211331024249484	0.0327765030296991	-0.055895058038294	-0.159374348641482	-0.131848031675699	-0.066589480895473	-0.0100068011310442	0.0122817901449611	-0.021988132781714	-0.0339183508704889	0.0469487440105282	0.0594304580518491	-0.0291614974899298	-0.0856513281601498	-0.14012469762336	-0.0578068365582891	-0.159134809221071	-0.111817756125687	-0.0540583449197359	0.00691437213120699	-0.0603980499419177	0.0126282676283287	-0.0242153927306718	-0.0518394669183157	0.00549930668893957	-0.0754813510447625	-0.0984883724415625	-0.12720188748166	-0.00140860366204739	0.0948518596525755	0.101083856481522	-0.0980736493100933	0.0163698414625873
