	module	kME	kIN	cluster_name	HOMA.ir_estimate	HOMA.ir_p.value	HOMA.ir_p.adjust	HOMA.ir_BMI.adj.partial_estimate	HOMA.ir_BMI.adj.partial_p.value	HOMA.ir_BMI.adj.partial_p.adjust
L_544_PC.40.3e.	grey60	0.643812845541954	0.459664346842301	L02	-0.0530867547406396	0.368547293279682	0.471310115201463	0.0219622449343575	0.710536599847643	0.808350729177318
L_1082_unknown	grey60	0.59117530026241	0.305427434072409	L02	0.116315179705947	0.0482115888558989	0.0813744736758524	0.0519586198290908	0.379658434553173	0.515629129718728
L_704_unknown	grey60	0.47912694142915	0.298669924441529	L02	-0.0476971657864764	0.419207136518499	0.525358299842926	-0.0135286310456794	0.819179458404961	0.88576439428701
L_708_unknown	grey60	0.544837639417603	0.245349784713738	L02	-0.129912524627872	0.0272228093638603	0.0488671741859459	-0.0399241415021084	0.499766184156631	0.638185389681062
L_502_TG.16.0.18.1.16.0.	grey60	0.535105924155972	0.239476984737534	L02	0.151769859857618	0.00976927345520422	0.0189333706786701	0.148928377913135	0.0113888924634563	0.0273333419122951
L_6854_unknown	tan	0.87486478960022	1.64544223188127	L03	0.0156516468959164	0.791054855596166	0.854380561048725	-0.116245764985893	0.0487395398886108	0.100224969348411
L_293_unknown	tan	0.865971811861227	1.38767366325561	L03	0.0765285316188079	0.194545221471264	0.279379695096438	-0.0476440698227267	0.420538203373792	0.554806424932894
L_306_unknown	tan	0.878406141585719	1.33839304818429	L03	0.0870418118627443	0.139916849205812	0.213531637463922	-0.031408416394038	0.595535613142233	0.729635240716918
L_315_unknown	tan	0.839318371077407	1.14986151395266	L03	-0.023368151332182	0.6924068331071	0.774970091196691	-0.0756919432577488	0.200268643385529	0.321899691019676
L_282_unknown	tan	0.845923921387324	1.13179147377874	L03	-0.000592735392180671	0.991995092508402	0.995404010352073	-0.0527304586786742	0.372610445512893	0.509931009825926
L_422_unknown	tan	0.814999220941324	1.07488328085187	L03	-0.0122467141290002	0.835775867894868	0.884226642845295	-0.0859470890422832	0.145691238990238	0.250446835987278
L_383_unknown	tan	0.823979961595988	0.972898042501934	L03	0.0142276392919574	0.809683915517848	0.866566192889015	-0.026852464806518	0.649971739837833	0.767705292009018
L_498_unknown	tan	0.657563897506918	0.720620846905406	L03	0.138174007345408	0.0187703222281133	0.0349846856847389	0.0210143597385218	0.722504356116865	0.814560895699323
L_812_unknown	tan	0.781627199922729	0.687608584518041	L03	0.0680352279253957	0.248942134584391	0.343964211192314	-0.00991502149557209	0.86694845006589	0.91720633122913
L_1008_unknown	tan	0.663103633535517	0.685083480738375	L03	0.17593296809849	0.00268791514983767	0.00571508172635389	0.0536881056300107	0.363978692390175	0.50401221038064
L_575_unknown	tan	0.638606639610883	0.656592634844879	L03	0.155906819590202	0.00792649758466209	0.0156387655048739	0.0503939471592235	0.394194196826088	0.531252486799466
L_222_unknown	tan	0.757721992372758	0.634980820706784	L03	0.0468952442991115	0.427078344798367	0.531421349493423	0.0132788806337387	0.822461686235836	0.886711911759747
L_255_unknown	tan	0.753825580981662	0.599790829200554	L03	0.141392637632785	0.0161568143035467	0.0304373533976493	0.058992406434133	0.318449327398647	0.458065042366527
L_407_unknown	tan	0.694292775481282	0.498206570182242	L03	0.0579032583638819	0.326635872568443	0.428985044032918	-0.037693328303347	0.52404569355829	0.66303511061311
L_348_PE.34.3e.	tan	0.489278902871485	0.10277048461557	L03	0.0493338417749568	0.403408397742882	0.508621021905097	0.0257162987879535	0.663857172943919	0.778499174697287
L_528_PE.40.4e.	tan	0.485091671459482	0.0954807870712495	L03	0.110445781028109	0.0607677322676892	0.100819192171393	0.0646673180233997	0.274036864266726	0.411364104204339
L_662_PE.36.6e.	tan	0.394804491575762	0.0681726083770213	L03	0.0735830123094485	0.21233104309066	0.301461902345897	0.0568069255801271	0.33673882406258	0.47809272265611
L_106_unknown	thistle1	0.963033150443535	1.67038841454746	L04	0.0846768399328854	0.151045717840522	0.228920499702936	0.0948279488386486	0.10829462967626	0.198464635138921
L_353_unknown	thistle1	0.951397460536351	1.5379660240239	L04	0.0750754220253881	0.203178658377374	0.289877043548175	0.090107155802846	0.127103570274898	0.224029632919136
L_1022_unknown	thistle1	0.940659197241424	1.38856567853162	L04	0.325027932275239	1.55094663960772e-08	7.07619404321021e-08	0.257219562642402	9.83435901059506e-06	6.57625839181777e-05
L_309_PE.40.6.	thistle1	0.931921087065012	1.31795778625355	L04	0.260916746962954	6.97487909290672e-06	2.08532221344242e-05	0.233056461353116	6.52370254268569e-05	0.00033419669166039
L_1109_unknown	thistle1	0.793397823044262	0.344507153843253	L04	0.0649108681850762	0.271391956746121	0.371467740796253	0.112353030372961	0.0568534183143152	0.113967035339451
L_442_unknown	plum1	0.954303478456742	18.5224201112528	L05	0.161051155881046	0.00607069224729333	0.0121413844945867	0.15082724939251	0.0103720930477591	0.0253797584073657
L_988_TG.59.5.	plum1	0.945548228054169	18.1064227490087	L05	0.191165247864228	0.0010911855210026	0.00248926696978718	0.162431464192117	0.00572838028226272	0.0151183782866067
L_1308_TG.59.5.	plum1	0.945527491440007	18.1041204271166	L05	0.191165247864228	0.0010911855210026	0.00248926696978718	0.162431464192117	0.00572838028226272	0.0151183782866067
L_615_unknown	plum1	0.936949020009943	16.954259193703	L05	0.283442184275535	9.65914575438776e-07	3.2543891080168e-06	0.203336327092045	0.000516467990964463	0.00194174231796081
L_4070_unknown	plum1	0.936949020009943	16.954259193703	L05	0.283442184275535	9.65914575438776e-07	3.2543891080168e-06	0.203336327092045	0.000516467990964463	0.00194174231796081
L_501_TG.56.9.	plum1	0.940730024175409	16.9481820488796	L05	0.301303592490853	1.77180852369709e-07	6.77774788977577e-07	0.226886586834977	0.000102572470026121	0.000485694506718282
L_1452_TG.57.4.	plum1	0.942268693451678	16.8936613036619	L05	0.155633957347138	0.00803774222836014	0.0158226116675134	0.149030090711637	0.0113322748950183	0.0272721780440551
L_1697_unknown	plum1	0.934801280609332	16.7968730817464	L05	0.221118657067993	0.000150804139504651	0.000384024494785101	0.192098378140129	0.00105136936154221	0.00355598285988794
L_458_TG.58.10..	plum1	0.942166600188158	16.7571200035139	L05	0.270616663911703	3.04244431882349e-06	9.79846037974035e-06	0.235523253681254	5.42528808267639e-05	0.000289789778074666
L_1389_unknown	plum1	0.930575060768136	16.0708393505345	L05	0.291314894262069	4.63979449410898e-07	1.6388951519514e-06	0.276160906542046	1.94463702324753e-06	1.55038580628411e-05
L_97_TG.56.8..	plum1	0.933299898221183	15.9927867198739	L05	0.298214553113811	2.39555218776912e-07	8.9231483277718e-07	0.211961253502964	0.000291536744131065	0.00117689487492541
L_3182_unknown	plum1	0.926369045107626	15.770849770832	L05	0.288218144101495	6.20744257262949e-07	2.14929632159029e-06	0.259232926061904	8.32642702794714e-06	5.93004071258674e-05
L_183_unknown	plum1	0.920174209622333	15.7038956621328	L05	0.346907653650724	1.35166998777503e-09	7.44693653642091e-09	0.255676529180246	1.11620499989302e-05	7.29698193959914e-05
L_1033_unknown	plum1	0.914173418075284	15.2930162018597	L05	0.188302806029056	0.0012994907241283	0.00294148287942221	0.171942452486887	0.00342138499706762	0.00982294850445268
L_188_unknown	plum1	0.905610842317365	14.6371578211978	L05	0.144806027388091	0.0137382952016405	0.0261057409905359	0.107217837815418	0.0692363212549318	0.135381735310983
L_1099_unknown	plum1	0.919589383274061	14.1964337686207	L05	0.249781629337376	1.73768855195708e-05	4.9103715210142e-05	0.230755573736659	7.73409505353324e-05	0.000384947003800859
L_994_unknown	plum1	0.916704018833975	14.1615266616703	L05	0.2285675226952	8.82426472158536e-05	0.000230747937197277	0.141349899344629	0.0163763062689429	0.037250489989342
L_1472_unknown	plum1	0.907833991416373	13.9592453136728	L05	0.275108817156681	2.04907181230891e-06	6.74807108113763e-06	0.190196620715987	0.00118127796913501	0.00391969507940255
L_1204_unknown	plum1	0.907915592337523	13.8408241108548	L05	0.208773195162788	0.000352622576058407	0.000858048268408792	0.194959857228945	0.000880504505232848	0.00302479194738814
L_2544_unknown	plum1	0.893119625742207	13.5893118098704	L05	0.113372147746114	0.0542062111347297	0.0907928125315932	0.0979371941511487	0.0971538547864673	0.181077333778842
L_864_TG.59.2..	plum1	0.899428523438804	13.2522256245706	L05	0.221486038593067	0.000146931579894614	0.000375253830867876	0.199234676181261	0.000672442069710049	0.00240432348190205
L_1046_unknown	plum1	0.891896201445305	13.0834698572649	L05	0.181764310328572	0.00191902842821689	0.004202672257795	0.157213873757649	0.00751656675570652	0.0190303828843899
L_2912_unknown	plum1	0.891485845579367	13.0565541126362	L05	0.181942155819721	0.00189910788395578	0.00416946994071495	0.157338952033256	0.00746845119868201	0.0190232474811188
L_1112_unknown	plum1	0.894752436206785	13.021237185828	L05	0.125417137828509	0.0330666375714189	0.0583999486140382	0.161168366337279	0.00612216572500107	0.0160090064928386
L_1737_unknown	plum1	0.879891988321603	12.6184500489547	L05	0.023680313697766	0.688510772106646	0.774970091196691	0.0568109988774971	0.336704122957675	0.47809272265611
L_596_unknown	plum1	0.874957269490546	12.4656466246643	L05	0.0800526084280466	0.174725479547734	0.255525075265134	0.0930427825918321	0.115131646500589	0.207131177138376
