	module	kME	kIN	cluster_name	HOMA.ir_estimate	HOMA.ir_p.value	HOMA.ir_p.adjust	HOMA.ir_BMI.adj.partial_estimate	HOMA.ir_BMI.adj.partial_p.value	HOMA.ir_BMI.adj.partial_p.adjust
L_1559_TG.55.3.	plum1	0.89720372942041	12.4464269980054	L05	0.166670327196511	0.00449703223494293	0.00914013976290024	0.183369997031705	0.00177867379538833	0.00570739283794938
L_568_unknown	plum1	0.883721681470071	11.8032713809772	L05	0.291435033244203	4.58737407547276e-07	1.6269391457952e-06	0.230828063124358	7.69293606676543e-05	0.000384947003800859
L_1560_TG.55.3.	plum1	0.882520444238525	11.4913506285854	L05	0.199705562463692	0.000638422870129625	0.0015033828877246	0.176751540472249	0.00261020838855542	0.00785753453049673
L_1003_TG.52.7.	plum1	0.836255205669557	10.8659023578764	L05	0.331399526822491	7.77162995197861e-09	3.74063068018311e-08	0.2513212296877	1.58891991590712e-05	9.87158756265702e-05
L_1092_unknown	plum1	0.868513932768825	10.7037408456222	L05	0.298178486545676	2.40395320245907e-07	8.9231483277718e-07	0.248079141420522	2.05812847866178e-05	0.000122647656279437
L_1362_unknown	plum1	0.860274674122578	10.4573365104477	L05	0.156261266897738	0.00778404028711247	0.0153923686038612	0.165460393013063	0.00487508424221616	0.0133873786714149
L_336_unknown	plum1	0.857550961756509	10.4358172974184	L05	0.266326980918188	4.40864467532699e-06	1.37436752156101e-05	0.218255558510982	0.000189277811724803	0.000815769243819641
L_1440_TG.56.7..	plum1	0.854384243672018	10.3041688431412	L05	0.284949020618729	8.40885137264878e-07	2.88868776566287e-06	0.225944842147454	0.000109789925317039	0.000514310024479821
L_249_unknown	plum1	0.848306724387313	9.93026762508307	L05	0.184080281472757	0.00167396564982691	0.00371238964366676	0.130474494894744	0.026824044831842	0.0578765105238757
L_1153_unknown	plum1	0.815393493248661	9.49562387751107	L05	-0.0140644691630146	0.811825611097398	0.867267360147952	0.0170689094748088	0.773017413073235	0.849640218133192
L_63_TG.54.6..	plum1	0.821442552271801	9.25329585544566	L05	0.399632747770201	1.65669785120632e-12	1.54390140176249e-11	0.315680039605209	4.3852049637306e-08	5.64917580621765e-07
L_1196_unknown	plum1	0.848445708309932	9.14916454075932	L05	0.289430975730648	5.54092442076117e-07	1.93380469824175e-06	0.19168199137934	0.00107863339909334	0.00363416483694524
L_289_TG.52.6.	plum1	0.792762445322174	8.86977411197307	L05	0.390532530792307	5.75274298898552e-12	4.7097222975246e-11	0.296420640449003	2.98852429547437e-07	3.15415335281391e-06
L_1234_unknown	plum1	0.823189382057099	8.82001036186029	L05	0.0641514803746156	0.277050629855004	0.375110280916513	0.0700466882292021	0.236010310862608	0.365920411178133
L_553_unknown	plum1	0.808660889252221	8.77842267635525	L05	0.0810768989630864	0.16925616683658	0.250453382008183	0.0683392933427611	0.247654761695857	0.379275474205543
L_921_unknown	plum1	0.843469821876125	8.72689993267673	L05	0.176113549674119	0.00266041559615278	0.00567037484727455	0.0907075953505038	0.124579589079378	0.220645398545685
L_672_unknown	plum1	0.806746595488308	8.6048203780937	L05	0.0271568821310473	0.645694966329617	0.738418786559719	0.0595725489205526	0.313705124865461	0.452727659608144
L_567_TG.55.6.	plum1	0.84776441357196	8.54376297792882	L05	0.154840492848164	0.00836917616538764	0.0164381128270842	0.145446055500958	0.0134841744023436	0.0312490390911455
L_1493_unknown	plum1	0.816749854127432	8.14345995040428	L05	0.219266079140607	0.000171831183963913	0.000433787081130801	0.23220459940102	6.94938756088188e-05	0.000353933924612356
L_1446_TG.50.5..	plum1	0.7636532095499	8.0195361354842	L05	0.423002142777146	5.66408577427854e-14	7.08819876895428e-13	0.342163573404902	2.48582821360196e-09	3.95924639111876e-08
L_215_TG.58.7.	plum1	0.805145606961757	7.54679330499656	L05	0.144415264777468	0.0139980124935247	0.0264272822076027	0.149372604385985	0.0111434412660149	0.0269658965442792
L_1486_unknown	plum1	0.756062598369573	7.4603087306029	L05	0.352674324793115	6.88016939618052e-10	4.10001931364227e-09	0.263945695174721	5.6093618838349e-06	4.19982992328152e-05
L_998_TG.58.6.	plum1	0.802649764166882	7.30700432842764	L05	0.186166172785735	0.0014781236152536	0.00331160175693646	0.190349932969951	0.00117028250358228	0.00389797518303452
L_500_unknown	plum1	0.799254916437178	6.29967805126933	L05	0.26373839626589	5.49761157881012e-06	1.68388382623695e-05	0.157783399743372	0.00729969459108183	0.0186974633385605
L_520_unknown	plum1	0.75099753800564	6.23057316730511	L05	0.1040781662401	0.077318534055521	0.124734872619957	0.0872824411131015	0.139511767968341	0.242004571762904
L_532_unknown	plum1	0.708801066788974	5.7589590553864	L05	0.397907770873528	2.10376126100689e-12	1.89989161303303e-11	0.309512069637982	8.23099559403826e-08	9.61380285383669e-07
L_952_unknown	plum1	0.758171449457938	5.5941266952326	L05	0.218023648052087	0.000187437063391561	0.000467791645387485	0.23035038120454	7.96800120300212e-05	0.000394348534114681
L_165_TG.56.6.	plum1	0.755938516304513	5.58751552056764	L05	0.257050162123907	9.6218992498665e-06	2.83030995416876e-05	0.179798036150655	0.00219127534964945	0.00683116443520611
L_342_unknown	plum1	0.709109228199793	5.45153539248992	L05	0.000639000093374798	0.991370309827148	0.995404010352073	-0.0221519651404506	0.708149633848594	0.807782891919056
L_1954_unknown	plum1	0.727418170053407	4.96578362434262	L05	0.0155822498441252	0.791960063437859	0.854380561048725	0.0378654059726211	0.522151672214004	0.661946258841487
L_329_unknown	plum1	0.718200517254753	4.791167104768	L05	0.344029044043629	1.88388359864643e-09	1.00626953195992e-08	0.315204502488293	4.60569683614831e-08	5.84723250502307e-07
L_1516_unknown	plum1	0.674197619633972	4.6525411921486	L05	0.349757658738263	9.69777530729146e-10	5.55245174456688e-09	0.257615111376518	9.51900143812271e-06	6.41434250753499e-05
L_696_unknown	plum1	0.683456793031548	4.1524594023309	L05	0.0318714044237004	0.589470970733254	0.692661417996161	0.00970911646819986	0.869686696540192	0.917352704936129
L_273_TG.58.6.	plum1	0.662656676872212	3.15232391842531	L05	0.0341572786386145	0.563044077773333	0.667424373652828	0.0902681398563203	0.126423013016567	0.223279353634099
L_1066_unknown	plum1	0.665656984158363	3.07060159636185	L05	0.19171221602512	0.00105506177807158	0.00242581133225906	0.174532055049304	0.00295993080719705	0.0086719043046977
L_29_PC.40.6.	plum1	0.681269508520819	3.01206983622211	L05	0.186613149495659	0.00143899084241454	0.00324050379937053	0.180732923428066	0.00207559542404602	0.00656397686449211
L_8_PC.38.6.	plum1	0.656336493543949	2.76448101198859	L05	-0.0518662123279536	0.379674743152479	0.484090598688262	0.0927172476455237	0.116414056864404	0.208545427020896
L_453_unknown	plum1	0.543560532576062	2.58298888204448	L05	-0.0864911126775626	0.142450491592408	0.217020227191216	-0.0843552864271935	0.153327253314542	0.260805192045706
L_1534_unknown	plum1	0.56772612808573	2.51254786771234	L05	0.307060811705043	1.00043732173957e-07	4.02010593506359e-07	0.227867879703558	9.55273683596443e-05	0.000457373104081267
L_595_unknown	plum1	0.610223179307841	2.33508876102241	L05	0.128254954903369	0.029265219088194	0.0521063656936136	0.176188011019508	0.00269525141084161	0.00805815780169709
L_875_unknown	plum1	0.641862588627004	2.33316333959775	L05	0.284521942705018	8.74652054129347e-07	2.98130427788836e-06	0.249706351040658	1.80827197593054e-05	0.000108496318555832
L_369_unknown	plum1	0.613525095578086	2.20789705624574	L05	0.108449185563134	0.0656098899423452	0.108442006772631	0.0838241238948944	0.155941527804721	0.264225876899294
L_710_unknown	plum1	0.519303145188494	1.63492745198623	L05	0.0168070207510063	0.776026334860819	0.844470893587673	-0.0307691124909701	0.603048656274248	0.735752956680001
L_247_TG.54.3.	plum1	0.585264695781464	1.53251395740093	L05	0.326207930890642	1.36628763712738e-08	6.29930510591363e-08	0.240383997418225	3.75083266218394e-05	0.000209559264595988
L_1706_unknown	plum1	0.569889487897627	1.46294620450624	L05	-0.0116994972331557	0.843016696438731	0.886398201333848	0.115600920942418	0.0500126117160605	0.102362261362778
L_396_unknown	plum1	0.480538366333679	0.668539029969309	L05	0.132530460004583	0.0242464453569432	0.0441577674276139	0.0982948516004007	0.0959330234919089	0.179350624092582
L_1279_unknown	plum1	0.411556866450686	0.638012839964024	L05	0.0330282706885063	0.57602537018019	0.680969263532856	0.0706730295936314	0.231836813505957	0.362659015412889
L_635_unknown	plum1	0.402272334391242	0.429620624856856	L05	0.0690804121964588	0.241728864515517	0.335054565372773	0.0610647555800755	0.301715989941897	0.441978607339635
L_1304_unknown	plum1	0.350798640607927	0.332097616809671	L05	0.0714113074378037	0.226172760149339	0.318022875822109	0.0813438248059294	0.168595923115963	0.280901646986433
L_373_unknown	plum1	0.238868636335011	0.14722415944344	L05	-0.228119799780418	9.11770643500948e-05	0.000237006256292828	-0.0978771333574749	0.0973600732988978	0.181077333778842
L_1282_unknown	plum1	0.31831052494233	0.1274238862619	L05	-0.00570025891003124	0.923135218337388	0.948026320355863	0.0932220459959938	0.114430191422967	0.20668216017839
L_1036_SM.d18.1.25.0.	plum1	0.270045639093904	0.0789397201457758	L05	0.340090077333359	2.95110473133957e-09	1.51179400272132e-08	0.0631205806063624	0.285701831833401	0.42491477875392
L_26_unknown	salmon	0.908169969837299	2.18765501562223	L06	0.108089017351688	0.0665161919726827	0.109526661970057	0.121586498256642	0.0392006845448942	0.082349639475605
L_40_unknown	salmon	0.878616839023877	1.9656779632556	L06	0.00193267058214176	0.973903426184259	0.982879494628353	0.0892917416856222	0.130594365353353	0.228801328099074
L_371_unknown	salmon	0.874005777327185	1.78819110634959	L06	-0.0297760611825212	0.614183341272033	0.715458253928592	0.0323380533881028	0.584687073638574	0.718353262983718
L_71_unknown	salmon	0.83184009709605	1.59775540117835	L06	-0.0257662050107442	0.662691946206346	0.751966508907719	-0.0238601678342685	0.686788667074526	0.79580274121334
L_699_unknown	salmon	0.855527386257975	1.4809886776602	L06	-0.0941300118085994	0.110305297543525	0.17193494777247	-0.00824472219987351	0.889204045754612	0.927312790572667
L_530_unknown	salmon	0.810879888567778	1.38485022337508	L06	-0.00256047760264701	0.965430869301431	0.977708024864801	0.0161371119454567	0.785097182540796	0.857537570954785
L_193_unknown	salmon	0.821309296377154	1.10050089641125	L06	-0.071356088278314	0.226532868415072	0.318022875822109	0.00846934982542861	0.886205579335243	0.927312790572667
L_746_unknown	salmon	0.810904840661013	1.01851442040325	L06	-0.10032923303366	0.0886610588692772	0.140956601759504	-0.0261095457982677	0.659037869119754	0.773883610387272
L_55_unknown	salmon	0.776931325812362	0.835883430683293	L06	-0.085131278691389	0.148856752262109	0.225993960106773	0.00728041917508888	0.902093546643981	0.936296145568871
L_38_unknown	salmon	0.726814849713823	0.651341631642556	L06	-0.0292248645274342	0.620758796533508	0.72119987501771	-0.0120560917706181	0.838575225216371	0.896937603528133
L_288_unknown	salmon	0.735464264518373	0.492493078233985	L06	-0.00913951710041401	0.877056523522893	0.910309851428974	0.0545843842118188	0.356013750201469	0.495815652108883
L_110_unknown	salmon	0.687866724829285	0.46715513127998	L06	-0.106831910900961	0.0697601866397803	0.113587218394884	-0.0356516512862197	0.546782181795343	0.68230938924889
L_578_unknown	salmon	0.665526094727478	0.452649469111301	L06	0.080891093953452	0.170238691658554	0.251482451758674	0.0618392887391672	0.29561421811374	0.438169297914782
L_818_unknown	salmon	0.639724771853271	0.370225119398245	L06	-0.0374219248922324	0.526317351020928	0.634187069455754	-0.0123828091011317	0.834262952854751	0.893416071761322
L_546_unknown	salmon	0.678257137003067	0.356915467965364	L06	0.132581450669877	0.0241913765608463	0.0441492622235445	0.0924876796425503	0.117325107920684	0.208895923858779
L_218_unknown	salmon	0.649426397854048	0.322817699264815	L06	-0.164716762878346	0.00499665954735819	0.01008542341817	-0.053156324418982	0.368756437794357	0.508022241486439
L_1804_unknown	salmon	0.479152296577056	0.0762779140233134	L06	-0.129788654621449	0.0273710901393146	0.0490328731330052	-0.00865276689847912	0.883758415828544	0.926502470688605
L_189_ChoE.16.0.	lightpink4	0.876797044177206	0.289649876714377	L07	-0.0141898315791536	0.810180036502401	0.866566192889015	0.060753013250649	0.30419526915104	0.44411947060236
L_434_unknown	lightpink4	0.786312399902044	0.199549898009971	L07	-0.0713431540607758	0.22661727688039	0.318022875822109	0.0370879843097908	0.530736308643248	0.667995698809606
L_59_ChoE.18.1.	lightpink4	0.803465855641541	0.14355194606606	L07	-0.0318373277351865	0.589869198430521	0.692661417996161	0.0531472761350819	0.36883806573673	0.508022241486439
L_32_ChoE.18.2.	lightpink4	0.755509127747515	0.102606363655104	L07	-0.00129267554895634	0.982543476020802	0.989319637924394	-0.0236471533665085	0.689439279203071	0.797173728824684
L_176_ChoE.18.3.	lightpink4	0.753346421791517	0.0889575563998237	L07	-0.0174748740988892	0.76737673745101	0.838962047045293	-0.0286655573815179	0.628063301489769	0.752644941320161
L_6_PC.36.2.	darkmagenta	0.885244324687371	0.901332473337016	L08	0.0137010673971833	0.816600468352498	0.871305737243347	0.0764539280230044	0.195762903507313	0.316399083897429
L_170_unknown	darkmagenta	0.827118951206631	0.655311016906821	L08	-0.0369901210144205	0.531104312337068	0.638199420586106	0.0160478085406179	0.78625766584718	0.857735635469651
L_1_PC.34.2.	darkmagenta	0.86895380763154	0.641363718109075	L08	-0.0107709696548886	0.855333009257479	0.894118992970826	0.0582334976252785	0.324725615780841	0.465564057977114
L_254_unknown	darkmagenta	0.80533995350059	0.632360131493411	L08	-0.0269957018817258	0.647655737289737	0.739695470489974	-0.0416358656084252	0.48154710562764	0.622175906386154
L_387_unknown	darkmagenta	0.805961709059631	0.488933233810292	L08	-0.283355375777058	9.7363510356251e-07	3.26783276138222e-06	-0.145875545575842	0.0132086446433524	0.0307929461771743
L_691_unknown	darkmagenta	0.693486413547977	0.451634640584024	L08	0.00586044421954209	0.92098215191316	0.946925311121982	-0.0197660148643758	0.738368834698394	0.828183225602808
L_1264_PC.34.3.	darkmagenta	0.746073220840327	0.435744766040378	L08	-0.161756816941733	0.00584912208312687	0.0117519058367412	-0.140194836134531	0.0172841445536061	0.0388228477665613
L_861_unknown	darkmagenta	0.664088176989814	0.347828215051199	L08	-0.124433639825705	0.0344786814326551	0.0605277052805728	-0.154011519155923	0.00884642275972623	0.0218911478461022
L_556_unknown	darkmagenta	0.704870502016489	0.24370011271529	L08	-0.0877972199139624	0.13649768026149	0.209041901938925	0.0536633103543818	0.364200604076422	0.50401221038064
L_426_unknown	darkmagenta	0.65742679133636	0.18904201490126	L08	-0.00459363710566204	0.938023898007644	0.961063081467481	0.0374458210292943	0.526776082159482	0.663965248880153
L_250_unknown	darkorange	0.867780240309927	3.15695899367919	L09	0.0328917151994978	0.577604957588248	0.681916365023323	-0.0263183383716873	0.656484779525548	0.773883610387272
L_151_unknown	darkorange	0.856389018607971	2.9013253720057	L09	0.0235949976090048	0.689574781107036	0.774970091196691	-0.0687106584297494	0.245088614979526	0.376662503021167
L_72_unknown	darkorange	0.844269763834151	2.62674534073182	L09	0.017152016130341	0.771554656219178	0.840649103044776	-0.0763498484620569	0.196373947016226	0.316802168667061
L_114_SM.d18.1.14.0.	darkorange	0.835533770422663	2.59588533865291	L09	0.0495136771457275	0.401694357351167	0.507769490677666	0.0250902387742965	0.671558184623187	0.785427195901083
L_571_unknown	darkorange	0.872503607479986	2.55410264600481	L09	-0.0303961574194941	0.606822685840695	0.708768897061931	-0.0508714233073375	0.389723339429455	0.527510721517851
L_713_unknown	darkorange	0.827767285307967	2.49886028096975	L09	0.0357730608910718	0.544713771462593	0.651212083037085	-0.0172882806888203	0.770181315558138	0.847586472900664
L_135_SM.d18.1.21.0.	darkorange	0.82996938420193	2.40861458897219	L09	0.0125280333604548	0.832058764532572	0.882425517833575	0.00824877196692224	0.889149972904918	0.927312790572667
L_131_unknown	darkorange	0.840263156506065	2.19781357901596	L09	-0.0598881632860815	0.310297780791357	0.411226711003372	-0.0569181412752965	0.335792180457792	0.47809272265611
L_522_PC.38.7e.	darkorange	0.797816466403623	2.14366513075053	L09	-0.000269131218774438	0.996365327465329	0.996365327465329	-0.115623896904349	0.0499667800297099	0.102362261362778
L_194_unknown	darkorange	0.843339145348392	2.09481015750644	L09	-0.0796541350338907	0.176888263591581	0.257827152922172	-0.037560431121946	0.525510857697487	0.663324944298269
L_642_unknown	darkorange	0.821898579244462	1.92344677425082	L09	-0.0135078003389692	0.819142642050852	0.87258060331866	-0.0577841236185366	0.328479502065202	0.47017654217176
L_45_SM.d18.1.22.1.	darkorange	0.828012806009921	1.88488669801996	L09	-0.0233450189815849	0.692695869186084	0.774970091196691	-0.00371613966044696	0.949932988316169	0.975546656230908
L_856_unknown	darkorange	0.78145584725926	1.75005414403193	L09	-0.0023112451800851	0.968793968843648	0.979980966174406	-0.0364062977734565	0.538321987070656	0.674439019573958
L_647_unknown	darkorange	0.808200233297758	1.74600074016554	L09	-0.169469092883803	0.00385956672769229	0.00799286159210034	-0.135102176388232	0.0218299989460889	0.0480479373788289
L_51_SM.d18.1.20.0.	darkorange	0.776334769131461	1.39558739350798	L09	0.127645305534407	0.030048719006232	0.0533928556784162	0.12197513496994	0.0385728551368399	0.0812255314900763
L_692_unknown	darkorange	0.75538384684036	1.39076511020806	L09	0.00836470772288871	0.887406845362286	0.917790314684017	0.00163999734063666	0.97789292378487	0.985770081974161
L_582_unknown	darkorange	0.770797631104083	1.37330166268336	L09	0.130237621210994	0.0268369226294769	0.048273396762673	-0.0343824490324174	0.561157031740343	0.693333652756757
L_70_SM.d18.1.23.1.	darkorange	0.76771138981855	1.23564401526967	L09	-0.121840826679213	0.0384490135202269	0.0666957145420174	-0.0404028061466678	0.494635042898251	0.636270627869115
L_25_unknown	darkorange	0.719084879919339	1.16266767023417	L09	-0.114973005901412	0.0508729587176298	0.0857013689166225	-0.0794060650507639	0.179004036619765	0.295306094310573
L_867_unknown	darkorange	0.702545725112044	1.07753958666173	L09	0.0646248229895211	0.273514142533338	0.372625799158949	0.00214077940380628	0.971144994128396	0.984633119046845
L_121_SM.d18.1.20.1.	darkorange	0.679665322957012	1.05353453685627	L09	-0.0156785102708033	0.790704527733943	0.854380561048725	-0.0532028587083366	0.368336811244541	0.508022241486439
L_435_unknown	darkorange	0.693555865061705	0.863550591329495	L09	-0.0779535341625775	0.186341870880419	0.270257415382859	-0.0481479580418064	0.415635423649768	0.549994911053167
L_98_PC.38.2.	darkorange	0.626987175425693	0.70232394420208	L09	0.0804866509204323	0.172392050012177	0.253807455143979	0.0484238065556987	0.412965730920162	0.549620687165861
L_981_PC.36.0.	darkorange	0.670066979323147	0.623519986071117	L09	-0.132042939497376	0.0247784368996764	0.0448469229837118	-0.00748664052844554	0.899334781353718	0.935649962548524
L_119_unknown	darkorange	0.557586973205827	0.556607680284086	L09	0.12110183513487	0.039649031390837	0.068103042153673	-0.00191312044750106	0.97421242336518	0.985079261214612
L_933_unknown	darkorange	0.569162829093045	0.537506124950919	L09	0.093883266735564	0.1112459090632	0.173093101846116	0.0179679493338327	0.761413899457076	0.84483351582725
L_44_SM.d18.1.18.0.	darkorange	0.570792680563626	0.475931060860806	L09	0.0818920034029421	0.164995898520691	0.24456244856874	0.113262565290453	0.05486387865843	0.110484500470769
L_234_unknown	darkorange	0.569765671901733	0.375846674675002	L09	-0.00137575302314364	0.981421778429955	0.989319637924394	0.00878354549560906	0.882014230738565	0.926502470688605
L_60_PC.32.0.	darkorange	0.467981798643806	0.142285968009814	L09	-0.107875354027356	0.0670586695258304	0.110006356750239	-0.00248771202976871	0.966471327957493	0.984633119046845
L_1262_unknown	darkorange	0.398407497448711	0.128668333665075	L09	-0.110771872551042	0.0600056015767776	0.0999332832343293	-0.0857062217837533	0.146827732700801	0.251704684629944
L_490_unknown	bisque4	0.946125885548248	7.31274656022959	L10	0.3501168320099	9.29815368616426e-10	5.3586727822894e-09	0.200283334757355	0.000628876414267694	0.00226706065390329
L_178_TG.53.4.	bisque4	0.937232952693107	6.96396627938226	L10	0.262647942233444	6.02920360174615e-06	1.81497675434008e-05	0.136995018982565	0.0200320277315442	0.0443132734667493
L_3_TG.52.3.	bisque4	0.927122299607627	6.77434685498235	L10	0.424120206389338	4.78732515755774e-14	6.07782150437766e-13	0.270895935446983	3.08952338629372e-06	2.3740548126257e-05
L_57_TG.52.5.	bisque4	0.924396071254475	6.50091428178677	L10	0.408098441883868	5.02658449094384e-13	5.24200954055572e-12	0.236094929996602	5.19689484268932e-05	0.000281017276678756
L_487_unknown	bisque4	0.926388784716233	6.49473025156604	L10	0.300473066483933	1.92213946657365e-07	7.25773350309706e-07	0.167899650484735	0.00427301304841911	0.0119589758160228
L_16_TG.54.4.	bisque4	0.92355890924753	6.37785343110261	L10	0.274911321604272	2.08530122754547e-06	6.84166245441884e-06	0.145862306009698	0.0132170636559561	0.0307929461771743
L_2019_unknown	bisque4	0.921610636005867	6.35990390617579	L10	0.342317996304305	2.2912070101945e-09	1.18064549466493e-08	0.220063803423614	0.000166804097094257	0.000753197881724583
L_258_TG.51.4.	bisque4	0.907396488545108	6.32857376787497	L10	0.349234071662921	1.03103149901843e-09	5.86482852688407e-09	0.210225502176202	0.000327701594059845	0.00130484816543829
L_200_unknown	bisque4	0.909385685794947	6.01648081223842	L10	0.384511901263254	1.28392035919431e-11	9.8659143390721e-11	0.24517028359006	2.5882230199036e-05	0.000152166668821178
L_134_TG.53.3.	bisque4	0.901103706838243	5.82483378430331	L10	0.362218782396454	2.1828670852477e-10	1.41643819753851e-09	0.225414198408593	0.000114063959248908	0.000528677398423511
L_31_TG.54.5.	bisque4	0.897847040866724	5.44042246894761	L10	0.24567451779911	2.4078338451486e-05	6.73885766246061e-05	0.113774359944449	0.0537699890312058	0.109286567033263
L_377_unknown	bisque4	0.895738096645439	5.33157294620047	L10	0.333531931571616	6.14517193652471e-09	2.99065034244203e-08	0.199843392600368	0.000646825271851059	0.00232220876287511
L_92_TG.51.3.	bisque4	0.875423193976716	5.24942473496792	L10	0.359048406689893	3.2097938355047e-10	2.03752130427689e-09	0.206790760251618	0.000411884339153444	0.00158250298727376
L_445_TG.53.5.	bisque4	0.87544761410862	5.13631982046858	L10	0.282974313829588	1.00823037402436e-06	3.35821219637011e-06	0.177324855153231	0.00252619973279771	0.00768385752059305
L_523_unknown	bisque4	0.874473050330932	4.85761942910028	L10	0.39221721262665	4.58179485828081e-12	3.84616915990437e-11	0.236731192533594	4.95336673908122e-05	0.000269512376610879
L_1388_TG.54.7.	bisque4	0.859429419126623	4.77213004645697	L10	0.300603403599125	1.8977621578283e-07	7.19670844267356e-07	0.163349630475936	0.00545655564895338	0.0145998248604949
L_1558_unknown	bisque4	0.84828965854418	3.95747888584611	L10	0.324327494648558	1.67172819594213e-08	7.54862834868713e-08	0.187382907224907	0.00140070228437302	0.00452773136941243
L_180_TG.56.4.	bisque4	0.836377463601372	3.90473227417458	L10	0.263083228400593	5.81138631334901e-06	1.76151363684904e-05	0.164285579133342	0.00519144290236788	0.0140042035864506
L_9_TG.54.3.	bisque4	0.815322918818832	3.64100271495745	L10	0.378601461318228	2.7794787325855e-11	2.01678814628141e-10	0.243835986150489	2.87242740661378e-05	0.000164460549555142
L_1089_unknown	bisque4	0.834506471670067	3.3988366045441	L10	0.288812869373297	5.87153610985766e-07	2.04105779056957e-06	0.168359962023306	0.00416722650720228	0.0117002898086833
L_1164_unknown	bisque4	0.778600046860967	3.35345770444902	L10	0.218176122578066	0.000185452924009042	0.000464162175519773	0.0714929524368833	0.226452587176465	0.356180363145345
L_992_unknown	bisque4	0.801804745308148	3.23393475945757	L10	0.230728283228928	7.52868123820073e-05	0.000197458825289337	0.108369199907216	0.066283706142907	0.130775960768438
L_318_unknown	bisque4	0.818325194044858	3.20225129820219	L10	0.392324666126198	4.51556741927655e-12	3.84042432940413e-11	0.242723910170415	3.13159658336627e-05	0.000176985716582506
L_1040_unknown	bisque4	0.804772595912048	2.71470196890023	L10	0.304630173747682	1.27538640314055e-07	5.01003806794225e-07	0.226385923358861	0.000106352129727719	0.000500884223878932
L_2010_unknown	bisque4	0.740887861763648	2.55352364701031	L10	0.15240114916746	0.00946554661654081	0.0184262640801994	0.0290974465702516	0.622891376097132	0.749523139369626
L_3595_TG.51.5.	bisque4	0.741777076095454	2.27297084965736	L10	0.263384695163213	5.66494603297019e-06	1.7230877516951e-05	0.173978165532782	0.0030535932610359	0.00891649232222481
L_166_TG.56.3.	bisque4	0.727363571341035	2.22488196828188	L10	0.366310223632702	1.31884907791201e-10	8.62172979291729e-10	0.258081092288146	9.15981777685654e-06	6.22015532753979e-05
L_661_unknown	bisque4	0.713340025328537	1.74286117638174	L10	0.29522774380231	3.19603814759969e-07	1.16178373461479e-06	0.195524212139561	0.000849989373372843	0.00296649677718968
L_42_TG.48.1.	blue	0.952476706691023	33.4093918711633	L11	0.493394134378963	3.8822456306952e-19	2.61603628653e-17	0.387277196261379	9.66704383599786e-12	2.82277680011138e-10
L_64_TG.48.2.	blue	0.949416615850592	32.6796601202419	L11	0.457410643717944	2.38475331960932e-16	5.96869687993646e-15	0.331070663229781	8.55260582957969e-09	1.26984452656132e-07
L_1017_unknown	blue	0.945335977426439	32.1079414308683	L11	0.481907803000234	3.27396728440009e-18	1.43399767056724e-16	0.370712483869242	8.20528845757226e-11	1.9094556491004e-09
L_510_unknown	blue	0.953777807662006	31.9064569026087	L11	0.463488731021061	8.49557346600111e-17	2.25518859279302e-15	0.362584645480207	2.24345451999731e-10	5.03914399876319e-09
L_142_TG.49.1.	blue	0.950649707763572	31.4904451837295	L11	0.495464604124877	2.62078530160996e-19	1.91317327017527e-17	0.379428233244453	2.70352597952287e-11	7.17663260018797e-10
L_174_TG.51.1.	blue	0.943920467707873	31.0165429407707	L11	0.527893672312433	3.87566514742904e-22	8.4877066728696e-20	0.405271119251214	8.23355293522234e-13	3.79610124802883e-11
L_177_TG.46.0.	blue	0.923209615870104	30.4658702496991	L11	0.491794519898429	5.24971213719388e-19	3.06583188812123e-17	0.403178425911497	1.10494116717113e-12	4.83964231220955e-11
L_213_TG.46.2.	blue	0.919130441557692	29.8854499286868	L11	0.45684750778513	2.62134517792906e-16	6.20621182666447e-15	0.334884824115771	5.62314022316732e-09	8.49288075085271e-08
L_12_TG.50.1.	blue	0.936253033472812	29.810422055074	L11	0.524418845023821	8.05880525959758e-22	1.4119026814815e-19	0.410294660772291	4.02947743339719e-13	2.71524787050457e-11
L_112_TG.46.1.	blue	0.916184835836232	29.6389414217389	L11	0.466541455095015	5.01963178744662e-17	1.41845078896879e-15	0.352930653990724	7.14554769314001e-10	1.36076082156319e-08
L_1409_unknown	blue	0.927566219104829	29.615209015212	L11	0.488983814933409	8.88695570053568e-19	4.86560824604328e-17	0.408876428218302	4.93616950474516e-13	3.08863177582625e-11
L_653_unknown	blue	0.93390698517044	29.0099960729837	L11	0.409083929766294	4.36534754123125e-13	4.72104252607231e-12	0.293866536686084	3.81526726232652e-07	3.79792513840685e-06
L_28_TG.52.1.	blue	0.917723091157945	28.846983583164	L11	0.532857178292696	1.3422108430734e-22	5.87888349266151e-20	0.441847164958938	3.41384435960512e-15	2.99052765901409e-12
L_2155_TG.48.0.	blue	0.921428240845777	28.8322098205812	L11	0.501154913636802	8.77841790610531e-20	7.68989408574826e-18	0.419067867187023	1.12373750756946e-13	1.15173456946297e-11
L_316_TG.44.1.	blue	0.90115788114443	28.8127191502719	L11	0.444186401225003	2.10094198185259e-15	4.18278449114289e-14	0.350558752121415	9.44225990916594e-10	1.71594234646428e-08
L_17_TG.50.2.	blue	0.933449128282177	28.7529120345223	L11	0.440609095135896	3.72452014237053e-15	6.94187158450338e-14	0.314128075133978	5.14499464816107e-08	6.3479088898438e-07
